person_node,person_name,person_entry_id,resolution,organisation_node,organisation_name,role,tie_source,organisation_founded_year,page,page_url,evidence,organisation_name_raw
L1912-01337,Guillot,L1912-01337,resolved,L1912-00691,Comité local de l'Orphelinat de l'Enseignement primaire de France,member,organisation_entry_officer_list,1886,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres",Comité local de l'Orphelinat de l'Enseignement primaire de France
L1912-00682,Combaz,L1912-00682,resolved,L1912-00691,Comité local de l'Orphelinat de l'Enseignement primaire de France,member,organisation_entry_officer_list,1886,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres",Comité local de l'Orphelinat de l'Enseignement primaire de France
NAME:KHEMIS,Khemis,,unmatched,L1912-00691,Comité local de l'Orphelinat de l'Enseignement primaire de France,member,organisation_entry_officer_list,1886,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres",Comité local de l'Orphelinat de l'Enseignement primaire de France
NAME:VAUDAINE,Vaudaine,,unmatched,L1912-00691,Comité local de l'Orphelinat de l'Enseignement primaire de France,member,organisation_entry_officer_list,1886,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres",Comité local de l'Orphelinat de l'Enseignement primaire de France
L1912-00529,Carton,L1912-00529,resolved,L1912-00693,Comité des Sites et Monuments Pittoresques du Touring-Club de France,president,organisation_entry_officer_list,1906,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"MM. le Dr Carton, prés.",Comité des Sites et Monuments Pittoresques du Touring-Club de France
NAME:ANTIQUITES,Antiquités,,unmatched,L1912-00693,Comité des Sites et Monuments Pittoresques du Touring-Club de France,director,organisation_entry_officer_list,1906,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Merlin, directeur des Antiquités, et Pauthierprofesseur au lycée Carnot,v.-prés.",Comité des Sites et Monuments Pittoresques du Touring-Club de France
NAME:FRETIN,Fretin,,unmatched,L1912-00693,Comité des Sites et Monuments Pittoresques du Touring-Club de France,secretary_general,organisation_entry_officer_list,1906,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Fretin, professeur au lycée Carnot, secr. gén.",Comité des Sites et Monuments Pittoresques du Touring-Club de France
NAME:FERIOUILLET,Feriouillet,,unmatched,L1912-00693,Comité des Sites et Monuments Pittoresques du Touring-Club de France,secretary,organisation_entry_officer_list,1906,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Feriouillet, secr",Comité des Sites et Monuments Pittoresques du Touring-Club de France
L1912-01702,Marcel Trelat,L1912-01702,resolved_fuzzy,L1912-00703,Compagnie des Chemins de fer de Bône-Guelma et prolongements,president,organisation_entry_officer_list,,125,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f149.item,"Président du Conseil d'administration : M. Marcel Trelat, 87, avenue de Wagran, à Paris",Compagnie des Chemins de fer de Bône-Guelma et prolongements
L1912-02246,Sainl-Roinas,L1912-02246,resolved_fuzzy,L1912-00703,Compagnie des Chemins de fer de Bône-Guelma et prolongements,director,organisation_entry_officer_list,,125,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f149.item,"Directeur de la Compagnie : M. Sainl-Roinas, ingénieur en chef des Ponls-et-Chaussées, à Tunis",Compagnie des Chemins de fer de Bône-Guelma et prolongements
L1912-02135,Louis Raichlen,L1912-02135,resolved_fuzzy,L1912-00708,Compagnie générale Transatlantique,director,organisation_entry_officer_list,,127,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f151.item,Télôph. 16. Directeur : M. Louis Raichlen.,Compagnie générale Transatlantique
NAME:LEON,Léon,,unmatched,L1912-00715,Compagnie des stations hivernales africaines,president,organisation_entry_officer_list,1900,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Conseil (l'administration : MM. Léon flrosdi, président",Compagnie des stations hivernales africaines
L1912-01702,Marcel Ballot,L1912-01702,resolved_fuzzy,L1912-00715,Compagnie des stations hivernales africaines,member,organisation_entry_officer_list,1900,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Marcel Ballot, Guy de Farconnel el Lecore-Curpenlier, membres.",Compagnie des stations hivernales africaines
L1912-01343,Guy,L1912-01343,resolved,L1912-00715,Compagnie des stations hivernales africaines,member,organisation_entry_officer_list,1900,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Marcel Ballot, Guy de Farconnel el Lecore-Curpenlier, membres.",Compagnie des stations hivernales africaines
NAME:AFFAIRES,Affaires,,unmatched,L1912-00721,Conférence Consultative,treasurer,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"La Conférence Consultative fut créée par le Résident général Massicault, M. Ribot étant ministre des Affaires étrangères, en 1891, pour permettre à. l'adnu'nistration de recevoir l",Conférence Consultative
L1912-00596,Charléty,L1912-00596,resolved,L1912-00721,Conférence Consultative,president,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Président, M. Charléty, directeur de l'Enseignement, le secrétaire général, M. Roy ou son délégué le cheikh El-Medina Si Sadok Ghileb",Conférence Consultative
NAME:KHALDOUNIA,Khaldounia,,unmatched,L1912-00721,Conférence Consultative,president,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"président de la Khaldounia, M. Lasram",Conférence Consultative
NAME:MINIS,Minis,,unmatched,L1912-00721,Conférence Consultative,treasurer,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,Conseil des Ministres,Conférence Consultative
NAME:RESIDENT GENERAL,Résident Général,,unmatched,L1912-00721,Conférence Consultative,treasurer,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Le Conseil des ministres et chefs de services du Gouvernement tunisien, délibérant sous la. présidence du représentant de la France, le Résident Général, est chargé 6e préparer le ",Conférence Consultative
NAME:JUSTICE,Justice,,unmatched,L1912-00721,Conférence Consultative,secretary,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Télégraphe, et des deux secrétaires généraux : Justice et Administration",Conférence Consultative
L1912-00521,Carnières,L1912-00521,resolved,L1912-00721,Conférence Consultative,member,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d,Conférence Consultative
NAME:LECORE CARPENLIER,Lecore-Carpenlier,,unmatched,L1912-00721,Conférence Consultative,member,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d,Conférence Consultative
L1912-01923,Omessa,L1912-01923,resolved,L1912-00721,Conférence Consultative,member,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d,Conférence Consultative
L1912-01165,Fitoussi,L1912-01165,resolved,L1912-00721,Conférence Consultative,member,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d,Conférence Consultative
NAME:LEZZAM,Lezzam,,unmatched,L1912-00721,Conférence Consultative,member,organisation_entry_officer_list,1891,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d,Conférence Consultative
NAME:AIN CL ASKER,Aïn-cl-Asker,,unmatched,L1912-00732,Coopératives agricoles locales,president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Elles sont au nombre de six : Aïn-cl-Asker. — MM. G. I-Ioude, prés.",Coopératives agricoles locales
L1912-01482,Jules Mabilon,L1912-01482,resolved_fuzzy,L1912-00732,Coopératives agricoles locales,vice_president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Jules Mabilon, v.-prés.",Coopératives agricoles locales
NAME:VACON,Vacon,,unmatched,L1912-00732,Coopératives agricoles locales,secretary,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Le Vacon, secr",Coopératives agricoles locales
NAME:GOUBELLAT,Goubellat,,unmatched,L1912-00732,Coopératives agricoles locales,president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Goubellat. — MM. L. Garçon, prés.",Coopératives agricoles locales
NAME:JACQUES,Jacques,,unmatched,L1912-00732,Coopératives agricoles locales,vice_president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Jacques, v.-prés.",Coopératives agricoles locales
NAME:MNRT IMER,Mnrt'imer,,unmatched,L1912-00732,Coopératives agricoles locales,president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Massicault. — MM. Gille. prés.: Mnrt'imer, v.-prés.",Coopératives agricoles locales
NAME:MESELON,Meselon,,unmatched,L1912-00732,Coopératives agricoles locales,assessor,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Meselon, Henri Cbarvin, assess",Coopératives agricoles locales
NAME:HENRI CBARVIN,Henri Cbarvin,,ambiguous_fuzzy,L1912-00732,Coopératives agricoles locales,assessor,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Meselon, Henri Cbarvin, assess",Coopératives agricoles locales
NAME:MATEUR,Mateur,,unmatched,L1912-00732,Coopératives agricoles locales,president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Mateur. — MM. La.palu, prés.",Coopératives agricoles locales
L1912-02196,Roederer,L1912-02196,resolved,L1912-00732,Coopératives agricoles locales,vice_president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Roederer, v.-prés.",Coopératives agricoles locales
L1912-00524,Carrier,L1912-00524,resolved,L1912-00732,Coopératives agricoles locales,president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Carrier, prés.",Coopératives agricoles locales
NAME:TEBOURBA,Tébourba,,unmatched,L1912-00732,Coopératives agricoles locales,president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Tébourba. — MM. Trouillet, prés.",Coopératives agricoles locales
NAME:ROUSSEAUX,Rousseaux,,unmatched,L1912-00732,Coopératives agricoles locales,vice_president,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Rousseaux, v.-prés.",Coopératives agricoles locales
NAME:CARNET,Carnet,,unmatched,L1912-00732,Coopératives agricoles locales,secretary,organisation_entry_officer_list,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Carnet, secr.",Coopératives agricoles locales
NAME:COLONIE,Colonie,,unmatched,L1912-00733,Cooperativa italiana di Crédito,treasurer,organisation_entry_officer_list,1900,135,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f159.item,"Siège social : rue Es-Sadikia, n° 7. BUT :'La Coopérative a pour but de faciliter les rapports et les échanges entre la Colonie italienne de Tunis et la mère patrie, en procurant l",Cooperativa italiana di Crédito
NAME:ELIA,Elia,,unmatched,L1912-00733,Cooperativa italiana di Crédito,councillor,organisation_entry_officer_list,1900,135,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f159.item,"conseillers, ca. uff. • Dr Petro Brignone, Elia",Cooperativa italiana di Crédito
NAME:LAGRENEE,Lagrenée,,unmatched,L1912-00756,Croix-Rouge Française,vice_president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"v.-prés. : M"""" Lagrenée, Machuel, de Labonne",Croix-Rouge Française
L1912-01657,Machuel,L1912-01657,resolved,L1912-00756,Croix-Rouge Française,vice_president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"v.-prés. : M"""" Lagrenée, Machuel, de Labonne",Croix-Rouge Française
NAME:LABONNE,Labonne,,unmatched,L1912-00756,Croix-Rouge Française,vice_president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"v.-prés. : M"""" Lagrenée, Machuel, de Labonne",Croix-Rouge Française
NAME:D BRAQUEHAYE,D Braquehaye,,unmatched,L1912-00756,Croix-Rouge Française,secretary_general,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"secret. gén. : M. le D"" Braquehaye, chirurgien en chef de l'hôpital civil",Croix-Rouge Française
NAME:PONZEVERA,Ponzevera,,unmatched,L1912-00756,Croix-Rouge Française,secretary,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"secr. : M"""""" Ponzevera et Larbey",Croix-Rouge Française
NAME:PICHON,Pichon,,unmatched,L1912-00756,Croix-Rouge Française,president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"Prés. hon. : M"""" Pichon, M'"" 0 la générale Roux el M""' R. Millet",Croix-Rouge Française
NAME:BEY,Bey,,unmatched,L1912-00756,Croix-Rouge Française,honorary_president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"présidents d'honneur : S. A. le Bey de Tunis, M. le Résident Général Alapelile el M. le général Pistor, commandant la Division",Croix-Rouge Française
L1912-02521,Taverna,L1912-02521,resolved_fuzzy,L1912-00756,Croix-Rouge Française,president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"M. le général Taverna, prés.",Croix-Rouge Française
NAME:TROLI,Troli,,unmatched,L1912-00756,Croix-Rouge Française,vice_president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"MM. le comte Troli, le marquis Maurigi et le comte Délia Somaglia, v.-prés.",Croix-Rouge Française
NAME:MAURIGI,Maurigi,,unmatched,L1912-00756,Croix-Rouge Française,vice_president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"MM. le comte Troli, le marquis Maurigi et le comte Délia Somaglia, v.-prés.",Croix-Rouge Française
NAME:DELIA SOMAGLIA,Délia Somaglia,,unmatched,L1912-00756,Croix-Rouge Française,vice_president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"MM. le comte Troli, le marquis Maurigi et le comte Délia Somaglia, v.-prés.",Croix-Rouge Française
NAME:BALESTRA,Balestra,,unmatched,L1912-00756,Croix-Rouge Française,assessor,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"assess.: Dr Balestra, ingénieur Cadolini, ingénieur Cadolini, sénateur Cavaceppi, avocat Lupacchioli, prof",Croix-Rouge Française
NAME:CADOLINI,Cadolini,,unmatched,L1912-00756,Croix-Rouge Française,assessor,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"assess.: Dr Balestra, ingénieur Cadolini, ingénieur Cadolini, sénateur Cavaceppi, avocat Lupacchioli, prof",Croix-Rouge Française
NAME:CADOLINI,Cadolini,,unmatched,L1912-00756,Croix-Rouge Française,assessor,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"assess.: Dr Balestra, ingénieur Cadolini, ingénieur Cadolini, sénateur Cavaceppi, avocat Lupacchioli, prof",Croix-Rouge Française
NAME:LUPACCHIOLI,Lupacchioli,,unmatched,L1912-00756,Croix-Rouge Française,assessor,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"assess.: Dr Balestra, ingénieur Cadolini, ingénieur Cadolini, sénateur Cavaceppi, avocat Lupacchioli, prof",Croix-Rouge Française
NAME:CARDORNA,Cardorna,,unmatched,L1912-00756,Croix-Rouge Française,past_president,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"Anciens présidents : MM. le sénateur Guicciardi jusqu'à, l'année 1S84, le général Cardorna jusqu'en 1SS6. comte Délia Somaglia jusqu'en 1896 j général Taverna, sénateur, président ",Croix-Rouge Française
NAME:FIDEI,Fidei,,unmatched,L1912-00756,Croix-Rouge Française,treasurer,organisation_entry_officer_list,1892,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"au centre de la croix esl, un cercle enfermant les clefs de SaintPierre posées en sautoir et surmontées de la. tiare avec cette devise : «Fidei el virtuti». Celte croix est suspend",Croix-Rouge Française
L1912-02203,Roman,L1912-02203,resolved_fuzzy,L1912-00757,Croix-Verte de Tunis,vice_president,organisation_entry_officer_list,1894,141,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f165.item,"Roman et Stephanini, v.-prés.",Croix-Verte de Tunis
NAME:STEPHANINI,Stephanini,,unmatched,L1912-00757,Croix-Verte de Tunis,vice_president,organisation_entry_officer_list,1894,141,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f165.item,"Roman et Stephanini, v.-prés.",Croix-Verte de Tunis
NAME:GUODAGNINO,Guodagnino,,unmatched,L1912-00757,Croix-Verte de Tunis,secretary,organisation_entry_officer_list,1894,141,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f165.item,"Guodagnino, secr.",Croix-Verte de Tunis
NAME:STEPHANINI,Stephanini,,unmatched,L1912-00757,Croix-Verte de Tunis,president,organisation_entry_officer_list,1894,141,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f165.item,"Ane. prés.: MM.Perpétua, Stephanini, Converti, Catania et Soria",Croix-Verte de Tunis
L1912-00731,Converti,L1912-00731,resolved,L1912-00757,Croix-Verte de Tunis,president,organisation_entry_officer_list,1894,141,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f165.item,"Ane. prés.: MM.Perpétua, Stephanini, Converti, Catania et Soria",Croix-Verte de Tunis
