entry_id,headword,sort_key,entry_type,classification_rule,segmentation_rule,page_first,page_last,view_first,view_last,n_chars,n_paragraphs,n_portraits,ocr_confidence,page_url,image_url,text
L1912-01721,MATTÉI,MATTEI,person,forenames_and_life_dates,anchor_surname,282,282,306,306,191,1,0,0.892,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f306.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f306/full/full/0/native.jpg,"MATTÉI (César), 6 mai 1860, île Rousse (Corso), chev. du Nichan-Iftikhar. Maître de port et agent sanitaire, avenue Massicault, Mahdia. 1889. ETUDES : Lycée de Baslia. S.-officier de réserve."
L1912-01722,MATTEI,MATTEI,person,forenames_and_life_dates,anchor_surname,282,282,306,306,199,1,0,0.9494,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f306.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f306/full/full/0/native.jpg,"MATTEI (Paul), 3 mars 1854, Coggin. (Corse), off. d'Académie. Directeur pour lu. Tunisie de la Compagnie d'assurances «La Providence» (incendie el accidents). Anc. président de la société «La Corse»."
L1912-01723,MATTEIS,MATTEIS,person,caps_headword_with_forenames,anchor_surname,282,282,306,306,289,2,0,0.9112,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f306.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f306/full/full/0/native.jpg,"MATTEIS (Albert DE), 17 juillet 1S69, Tunis, off. d'Académie,comm. du Nichan-Iftik h a r. Avocat au barreau de Tunis, 18, rue de Russie, Tunis . Bachelier ôs lettres; licencié en . d r o i t. Ancien bâtonni er, membre du Conseil de l'ordre des avocats. Juge de paix suppléant, canton Nord."
L1912-01724,MAUBACQ,MAUBACQ,person,forenames_and_life_dates,anchor_surname,282,283,306,307,360,1,2,0.9176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f306.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f306/full/full/0/native.jpg,"MAUBACQ (Henri-Ernëst-Louis), 30 I juillet 1.852, Péronne (Somme), comm. du Nichan-Iftikhar. Greffier du Tribunal civil de Tunis. Juin 1888. ETUDES : collège de Boulogne-sur-Mer. En retraite proportionnelle depuis 1SSS. SUCCESS' : commis-greffier à la création du Tribunal de Sousse; greffier à Nabeul, Gronibalia,Tunis (canton Sud) et Sousse (Tribunal civil)."
L1912-01725,MAUGER,MAUGER,person,forenames_and_life_dates,anchor_surname,283,283,307,307,182,1,0,0.8634,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f307.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f307/full/full/0/native.jpg,"MAUGER (Félicien-Henri),27 mai 1S70. Doudeauville (S.-Inf.). Instituteur, Mahdia. Oct. 1908. ETUDES : Ecole normale de Rouen ; brevet supérieur ; certificat d'aptitudes pédagogiques."
L1912-01726,M AURAS,M AURAS,person,forenames_and_life_dates,alphabetical_window,283,283,307,307,287,1,0,0.9334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f307.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f307/full/full/0/native.jpg,"M AURAS (Félix), 21 septembre 1.858, Marseille, chev. du Mérite agricole, off. du Nichan-IItikhar, Médaille coloniale, Algérie-Tunisie, propriétaire, Kairouan, 1882. Vice-président délégué de la Municipalité de Kairouan, membre de la Chambre mixte de commerce et d'agriculture du Centre."
L1912-01727,Maures,MAURES,topic,residual,alphabetical_window,283,283,307,307,573,1,0,0.9764,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f307.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f307/full/full/0/native.jpg,"Maures. «Dans les ports, écrit M. H. Lorin, clans son «Afrique du Nord», habitent les Maures, au sang mêlé d'indigènes, de réfugiés espagnols et de Turcs ; ce sont les derniers représentants des pirates barbaresques, aujourd'hui citadins el marchands. Certains sont courtiers et interprètes. Un petit nombre sont instruits et de bonnes familles indigènes. Ces derniers recherchent les emplois officiels ou embrassent les carrières libérales. On leur donne le nom de «Jeunes Turcs», mais il n'y a entre eux el les autorités dirigeantes de Conslanlinoplé aucun lien effectif."
L1912-01728,MAURIN,MAURIN,person,forenames_and_life_dates,anchor_surname,283,283,307,307,768,1,0,0.9511,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f307.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f307/full/full/0/native.jpg,"MAURIN (Georges-ConstanHoachim), 24 février 1.870. Grenoble (Isère). Off. d'académie, commandeur du Nichan-lfliIdiar. Chef de bureau à la Direction générale des Finances, boulevard BabBenat, n"" 47,'Vunis. 7 fév. 1897. ETUDIÏS : Lycées de la Roche-sur-Yon et d'Angoulê'me, Faculté de droit cl'Aix-en-Provence; bachelier es lettres, licencié en droit. SUCCESS' : surnuméraire de l'Enregistrement, des Domaines el du Timbre d'Angouléme et d'Aix-en-Provence; receveur de l'Enregistrement, des Domaines et du Timbre à Vezzani (Corse)-et à Montlieu (Charente-Inférieure); receveur de l'Enregistrement et des Contributions diverses à Kairouan (Tunisie); sous-inspecteur de l'Enregistrement, des Domaines el du Timbre; sous-chef de bureau à la Direction générale des Finances."
L1912-01729,M A U R Y,M A U R Y,person,forenames_and_life_dates,alphabetical_window,283,283,307,307,488,3,0,0.9276,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f307.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f307/full/full/0/native.jpg,"M A U R Y (Armand-Pierre-Louis-JeanBaptisle), 1.5 fév. 1871, Le Louznc (Corrèze), off. du Nichan-Iftikhar. Agriculteur et publicisle; secrétaire de rédaction à «la Tunisie Française», Tunis et Sor.k-elKhemis. 5 fév. 18 9 6. ETUDES : petit séminaire de Servières (Corrèze). Viceprésident du Conseil de surveillance de la Caisse agricole de Soukel-Khemis. ""Auteur ae piusieurs articles dans diverses revues économiques et sociales. Médaille de bronze du minisire de la Guerre (gymnastique)."
L1912-01730,MAXULA-RADÉS,MAXULARADES,place,administrative_markers,anchor_surname,283,283,307,307,803,1,0,0.9451,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f307.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f307/full/full/0/native.jpg,"MAXULA-RADÉS. c: c. de Tunis, caïdat de la banl. M (S) sur la ligne B.-G. de Tunis (10 k.) à Sfax (273 k.), à 4 k. de Mégrine, à 9 kil. de Hammam-Lif. Maxula-Radès, ancienne «Maxula» romaine, est divisée en deux parties bien distinctes. D'un côté le village arabe, situé sur le versant de la colline faisant face à la mer et de l'autre côté, la parlie plage, où de nombreuses villas ont été construites. C'est une station balnéaire qui attire bon nombre de Tunisois pondant la saison estivale. Pendant la. saison d'été un petit tramway à chevaux relie la gare à la plage (1.800 mètres). A signaler sur la colline un fort aujourd'hui désarmé. K) *{* Pli Municipalité, école-internat de garçons, école-internat de filles, médecin, poste de police, église catholique ; restaurants, établissements de bains."
L1912-01731,MAZET,MAZET,person,forenames_and_life_dates,anchor_surname,283,283,307,307,230,3,0,0.9112,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f307.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f307/full/full/0/native.jpg,"MAZET (Antoine-Antonin), 12 janvier 1863, Saint-Hilaire (Allier), officier du Nichan-Iftikhar. Huissier, 15, rue Es-Sadiida, Tunis. 6 sept. 188 8. SUCCESS' : principal clerc d'avocat- cléfens., greffier de paix, huissier à Sousse."
L1912-01732,MAZET,MAZET,person,forenames_and_life_dates,anchor_surname,283,284,307,308,396,2,2,0.9382,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f307.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f307/full/full/0/native.jpg,"MAZET (Pierre), 22 mars 1867, SaintHilaire (Allier), off. du Nichan-Iftikhar. Greffier à Gafsa. Avril 1893. Brevet de capacité. • Sous-officier de cavalerie de réserve. Président de In Sociélé des Anciens sous-officiers, v.-prés. de la, Sec- - lion de In Ligue des droits de l'Homme, membre des Comités de la figue de l'Enseignement el de différentes autres sociétés (courses, gymnastique, etc.)."
L1912-01733,MAZIËRES,MAZIERES,person,forenames_and_life_dates,anchor_surname,284,284,308,308,2121,4,1,0.9152,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f308.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f308/full/full/0/native.jpg,"MAZIËRES (Marc-Alfred DE), 2S août 1875, S'-Eugône, près d'Alger, oïl. d'Académie, off. du Nichan-Iftikhar, chev. du Mérite agricole. Aaenf commercial de la Compagnie des chemins de fer de ParisLyon-Méd., en Algérie-Tunisie. A Alger. 1"" août 1906. ETUDES : lycée d'Alger, Ecole supérieure d e droit d'Alger ; bachelier es sciences complet; bachelier de rhétorique: licencié en droit : diplôme de droit musulman, de législations algérienne el tunisienne el, do coutumes indigènes; lauréat de l'Ecole de droit d'Alger (législation algérienne). Service militaire au 12' d'artillerie de forteresse à Alger en 1.896; indisponible comme appartenant à. une compagnie de chemins de 1er. SUCCESS': Attaché au Parquet, du Tribunal d'Alger, 1896-98. Nommé avocat-défenseur à Suint-Louis du Sénégal en 1905, n'a pas rejoint pour raison privée. Agent du contentieux du P.-L.- M. à Alger de 1890 à 1906, agent commercial des chemins de fer P.-L.-M. à M'unis de 1.906 à 1909 el ensuite à. Alger. Secr. gén. a.dj. de la Soc. de Géographie comm. de Paris, secl. tiin.; membre du Comité de la Société d'Horticulture de Tunisie; memb. du Comité de la Ligue maritime française, section tunisienne; memb. correspondant de l'Action coloniale et maritime française ; memb. de la Société d'Apiculture de Tunisie; corresp. de l'Association Agricole de Tunisie; memb. fond, de l'Association amicale et de prévoyance des employés civils d'Algérie. TIÙVAUX : Notices diverses sur le commerce et l'agriculture en 'Tunisie, notamment : «L'exportation des produits agricoles tunisiens en Allemagne», ((Le commerce d'exportation des produits agricoles tunisiens en Suisse»; «Les emballages et les débouchés des raisins de table»; «Le raisin de taille, sa conservation, son, commerce», etc. Voyages en Suisse en :l'907 et à Londres eh 1908 au sujet des débouchés que pourraient trouver dans ce pays les produits tunisiens. Avocat (prestation ' de serment en 1.906). Diplôme-de collaborateur au Concours général agricole de Paris 1908; Médaille d'argent de la Société de Géographie commerciale, seclion tunisienne, concours annuel de 1907 :'. «Le Djerid»."
L1912-01734,MAZOYER,MAZOYER,person,forenames_and_life_dates,anchor_surname,284,284,308,308,614,6,0,0.9264,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f308.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f308/full/full/0/native.jpg,"MAZOYER (Emile), 21 janv. 1863, SavJgny-en-Revcr (S.-el-Loire), chev. de lu Légion d'honneur, gr. cr. du Nichanlltikhar, on. de la. Couronne d'Italie. Inspecteur général des Postes et d e s Télégraphes, Paris. Ancien directeur de l'Office postal tunisien. Juillet 1901.ETUDES : coilège de Louhans, Ecole supérieure des Posles et des Télégraphes. (S.-et-Lojre). A n ubli é : « La Poste, le 'Télégraphe et le Téléphone» (Naucl et Rollin, édit.). A pris pari aux Congrès de l'Union postale universelle de Berne (1900) et de Rome (1906). Ancien maire de Fonlonny-aux-Roses (Seine). A quille In Tunisie le 1"" août 1908."
L1912-01735,MBABEK,MBABEK,place,administrative_markers,anchor_surname,284,284,308,308,153,1,0,0.8342,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f308.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f308/full/full/0/native.jpg,"MBABEK (Lamine ben 1-ladj), 1884, Tala, contrôle civil dos Fraichiches. Libraire, soûle El-Atlarine, Tunis, 1888. ETUDES : Université Djainâa Ez-Xilouna."
L1912-01736,MEARY,MEARY,person,caps_headword_with_date,anchor_surname,284,284,308,308,493,1,0,0.8548,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f308.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f308/full/full/0/native.jpg,".MEARY (Ferdinand-Joseph), 20 janvier 1879, Saint-Gooirs (Isère). Directeur de l'Ecole de garçons de Kairounn. 15 oct. 1901. ETUDES "": Ecole normale primaire cie Grenoble. Brevet supérieur. Sergent (réserve de J'active) nu 4"" régiment do tirailleurs. SUCCESS' : instituteur à Gabès, à Sousse el à M'unis. Anc. membre cl, secrétaire (lu Conseil d'mlminislr. de l'Amicale primaire. A l'ail partie on 1900 du peloton des officiers do réserve de la. 28"" division, en est sorti avec le n° 1 sur 85."
L1912-01737,MECHEHED-SALAH,MECHEHEDSALAH,place,administrative_markers,anchor_surname,284,284,308,308,112,1,0,0.7213,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f308.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f308/full/full/0/native.jpg,"MECHEHED-SALAH. T. M., an ri. de M'ntnliouine, caïdat des Ouarglianunn, à 106 kil. de Foiim-'fntnliouinc."" D. A."
L1912-01738,MECHIRKI,MECHIRKI,person,caps_headword_with_forenames,anchor_surname,284,285,308,309,944,4,2,0.8833,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f308.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f308/full/full/0/native.jpg,"MECHIRKI (Mohamed), 18S5, M'unis. Interprète au Gouvernement tunisien, ""18. rue Ben-NecMcma. M'unis. ETUDES : collège Sadiki el Université Ez-Zi tonna, dipl ô m e supôrieur d'arabe, de traduction el de législation tunisiennes. Secr é la ire aux Services j u d ieinires du Gouvernement tunisien de 1907 à 1.908 et interprète depuis 1908. Très, de I la S o c i é l é de ivÏEC — rvîÈD gymnastique «La Musulmane»; secrétaire général de la société indigène de musique «Eniincerin» ; el nncien secrétaire de la Société cie Bienfaisance musulmane de Tunis; fond, de VAssisInnce médicale, filiale de celle sociélé, en février 1.910, etc. TUAVAUX : Traduction du «Dernier des Abencérages», de Chateaubriand (1909); monographie de «La Musulmane» (1011); 'Tolstoï (contes, morceaux choisis, pensées) et le théâtre dramatique « La puissance des Ténèbres» (1911). Médaille de vermeil de la Société nationale d'Encouragement au Bien. MEGHREF (v. El-Mechref)."
L1912-01739,Médecine,MEDECINE,topic,residual,alphabetical_window,285,285,309,309,2972,11,0,0.9151,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f309.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f309/full/full/0/native.jpg,"Médecine (Exercice de la). Il existe en Tunisie deux catégories de médecins : I"" les médecins à. diplôme français'ou étranger: 2"" les médecins tolérés, qui exerçaient avant l'application du décret du 15 juin 1SS8 et pour lesquels il n'est plus fait de nominations.- Voici les conditions d'installation des médecins en Tunisie, n. diplôme franonis ou étranger : « Art. 2 et 3. — Les médecins, chirurgiens el, sngcs-fenunes qui voudront exercer leur profession sur le territoire de In Régence seront tenus, clans le délai d'un iliois à partir du jour où ils ont fixé leur domicile, d'en faire la déclaralion par écrit nu cnnlrôleiir civil de leur circonscription el de déposer entre ses mains contre récépissé le litre dont ils sont porteurs. « Ce litre sera ensuite vérifié par le .Secrétariat, général, du 'Gouvernement tunisien. S'il a été reconnu valable, il sera enregistré el, retourné au titulaire avec une déclaration constatant le droit a. l'exercice. L'omission de ces formalités constitue une contravention passible d'une amende do 16 à 200 francs. « Dans les circonscriptions où il n'existe pas de Contrôleur civil, les déclarations seront envoyées directement au Secrétariat général du Gouvernement tunisien. « Dans te cas d'un changement de résidence, il faudra, dans le délai d'un mois, l'aire enregistrer de nouveau le litre pur le contrôleur civil de la nouvelle circonscription. L'omission do celle formalité constitue une contravention passible d'une amende de 5 à. 1.5 fr. «Par exception, tout médecin diplômé pourra, vendre des médicaments s'il réside clans une localité où il n'existe aucun pharmacien autorisé. » «Art. 12. — Les médecins tolérés existant encore ne peuvent pratiquer aucune opération, si ce n'est celles de la petite chirurgie, sous peine de poursiiiles devant"" la juridiction compétente pour exercice illégal de la médecine. « Art. 13. — Il leur est interdit, sous peine d'une amende de 50 à. 500 fr., de prendre le titre de docteur ou un titre de nature à faire croire à. la possession d'un.diplôme donnant droit à l'exercice. (( La tolérance pourra leur être reliée pour causes graves el sera, de droit, évoquée si les tolérés ont encouru une . onda m nation pour exercice illégal. » (Pour compléments, voir décret du 15 uiii 1888 [G chaoual 1305]). Il existe en Tunisie environ 165 mélecins civils diplômés et 30 médecins olérés, ces derniers presque tous muiilmaus (à part 1 Italien et 2 Israélites). Il y a, comme médecins diplômés : 91 i. T'unis (dont 40 Italiens, quelques Ando-Mallais et Etrangers et les autres ""rancais); 5 à. Bizerte, 9 à Sousse, 6 à Sfax, 3 à Béja. 4 à Kairouan, 2 à.Muhlia, 2 au Kef, 2 à Mateur, 2 à Gronibaia, 2 à Monastir, 2 à Medjez-el-Bab et I. à. Galïour, à Souk-el-Khemis, à K orsous, à Mactar, à Souk-el-Arba, à Melaoni, à. Thala., à Sakiel-Sidi-Youssef, à Djerissn, à Ferinnn, à Ferry vil le, à To'.our, à. La Goulette, à. Mokenine, à M'snken, à M'ebourba, n Snlsnla, à Nabeul, à Gabès, à. Djerba."
L1912-01740,Médecins de colonisation,MEDECINS DE COLONISATION,topic,residual,alphabetical_window,285,286,309,310,2028,7,0,0.962,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f309.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f309/full/full/0/native.jpg,"Médecins de colonisation. Chacune des infirmeries indigènes est pourvue d'un médecin de colonisation français, assislé d'un auxiliaire médical indigène. Un décret, en date du ""I"" janvier 1910, complète l'organisation du' corps dos médecins de colonisation, créé par les décrets des 27 janvier l'JOS el 25 octobre 1.908, réglementant le service des médecins municipaux el, des médecins stagiaires. Les médecins do colonisa lion sont choisis, de préférence, parmi les médecins stagiaires ou, à leur défaut, parmi les médecins de nationalité française nu tunisienne, pourvus d'un diplôme délivré par une Faculté française. Les médecins de colonisation sont répartis en quatre classes : 1"" cl. 5.000 fr.: 2"" cl. 4.500 fr.; 3' cl. 4.000 fr.; 4"" cl. 3.500 fr. Une indemnité peut être prévue pour certains postes désignés par l'administration, en raison de la pénurie de la clientèle payante. Dans toute l'étendue de leur circonscription, les médecins de colonisation doivent leurs soins gratuits à tous les indigents, sans distinction de nationalité, et aux agents dos différentes administrai, dont le traitement ne dépasse pas 1.700 fr.; le service de ces médecins comprend, en outre, des tournées périodiques dans les différents centres de la. circonscription, le service de la vaccination publique, la visite périodique des écoles publiques, les constata lion s de décès clans la localité où ils résident; ils assurent enfin gratuitement le service de l'infinnerie-dispensaire du lieu de leur résidence. Dans les localités où il n'existe pas de pharmacien diplômé, les médecins de colonisation sont autorisés à. vendre dès médicaments à leur clientèle payante, mais, en aucun cas, les médicaments fournis par l'Etal pour le service des indigents ne doivent donner lieu à paiement. Il existe actuellement 18 postes de médecins de colonisation, savoir : â Ferryville, Aïn-el-Asker, Grombalia, Gal'four, Kairouan, Tozeur, Tabarca., Tala, Gafsa, Monastir, Nabeul, Medjezel-Bab, Djerba, Bizerte, Feriana, Maktar, Mahdia, Souk-el-Khemis."
L1912-01741,MÉDENINE,MEDENINE,place,administrative_unit,anchor_surname,286,286,310,310,579,1,0,0.9357,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"MÉDENINE. Terr. mil., posle de Médenine, caïdat des Ourghamma, à 80 kil. de Gabès. Le commandement militaire qui y est établi est chargé de la surveillance de la vaste région qui s'étend depuis le contrôle civil de Gabès el de Galsa jusqu'à la frontière tripoliInine et le Sahara.' La région de Médenine est occupée par une population d'origines diverses el qui constitue la confédération des Ouarghamma. Détachement, du 5° bataillon d'Afrique, tsi îp {%. école mixle. Altitude : 1.10 mètres. Marché important, médecin militaire, chef de brigade des Monopoles, posle de police. •"
L1912-01742,Medersas,MEDERSAS,topic,residual,alphabetical_window,286,286,310,310,461,1,0,0.9694,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"Medersas. Nom donné aux -établissements religieux musulmans où les étudiants viennent apprendre â lire el à prononcer convenablement les versets du Coran. Une medersa comprend généralement une petite mosquée, des cellules pour les étudiants, une fontaine pour les ablutions, etc. La durée des études est de six ans. On suit dans ces établissements l'enseignement donné à la Grande Mosquée. Une des medersas les plus célèbres de Tunis esl la medersa El-Assouria."
L1912-01743,MÉDINA,MEDINA,person,caps_headword_with_date,anchor_surname,286,286,310,310,1313,2,0,0.948,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"MÉDINA (Gabriel di S.), 31 déc. 1860, Monastir (Tunisie), chev. du Mérite agricole. Industriel el, agent consulaire d'Italie à Monastir. Famille établie en Tunisie avant 1.800. ETUDES : Livourne (Italie). Agent de la Navigazione générale Italiana; agent de la Cie Gle Transatlantique; président du Conseil d'administration de la. Société anonyme Monastiérienne pour l'extraction • oe l'huile de grignons par le sulfure de carbone, dont il a été le fondateur. A créé lé plus important domaine du Centre tunisien : plantation de 1.S.000 oliviers, dit «Enchir-Sai'd», sur la rouie de Sousse à Sfax, du kilomètre 165 au kilomètre 177, domaine qui lui appartient. 45 récompenses or, argent, diplômes d'honneur. Grands Prix poulies produits de ses usines. Huileries et savonneries à Monastir. - Medjba. La medjba est un impôt personnel et de capilalion dû par tous les indigènes tunisiens mâles, ayant, atteint leur majorité, sauf ceux nés et résidant à Tunis, Sousse, Kairouan, Monastir et Sfax, les cai'ds, les khalitais, les Marocains, les étudiants; les cheikhs, les algériens, sujets français, • les soldats, les prédicateurs, les aminés des vivres, les agents de la Djemaïa, les infirmes, etc. La medjba, qui a été successivement de 24 fr., de 20 fr., de 23 fr., a été réduite à partir du 1"" janvier 1910 à 18 fr."
L1912-01744,Medjerdah,MEDJERDAH,cross_reference,see_also_only,alphabetical_window,286,286,310,310,33,1,0,0.994,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,Medjerdah (la). (V. cours d'eau.)
L1912-01745,MEDJEZ-EL-BAB,MEDJEZELBAB,place,administrative_unit,anchor_surname,286,286,310,310,705,1,0,0.9145,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"MEDJEZ-EL-BAB. C. c. de Béja, caïdat de Medjez-el-Bab. à 55 kil. de Béja, 57 kil. de Tunis et 70 kil. de Zaghouan et à 1.200 mètres de la gare du même nom. Sur la route de M'unis au Kef par M'estour et Teboursouk. 1.000 habit., dont 200 Français et 1.50 Européens. Sur la rive droite de la Medjerda. 54° d'altitude. Medjez-el-Bab est considérée comme l'ancienne ville de «Membres-- sa», clans laquelle Bélisaire défit Slotzas. El ïf te- Municipalité, école de garçons, école de filles. Audience foi-aine le 2' lundi de chaque mois. Posle de police, conducteur de travaux publics, entrepôt des Monopoles, collecleur des Contributions, médecin de colonisation., infirmerie-hôpital, église catholique, hôtel."
L1912-01746,MEDJEZ-EL-BAB,MEDJEZELBAB,place,administrative_unit,anchor_surname,286,286,310,310,186,1,0,0.8796,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"MEDJEZ-EL-BAB (Gare). C. c. de Bé- ' ja.-caïdat de Medjez-el-Bab. -38. (S) sur la ligne B.-G. de Tunis (66 kil.) à Gha.rdiniaou (124 kil), à 1 kil. 200 de la ville du même nom. D. A. *[*"
L1912-01747,Medjlès,MEDJLES,topic,residual,alphabetical_window,286,286,310,310,195,1,0,0.9702,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"Medjlès. On donne le nom de medjlès à. la. réunion, présidée par le cadi, du cadi el, des muftis, réunion qui a lieu lorsque les parties le demandent ou lorsque le cadi préfère ne pas juger seul."
L1912-01748,Médrachim,MEDRACHIM,topic,residual,alphabetical_window,286,286,310,310,289,1,0,0.9577,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"Médrachim. Ce sont des écoles rabbiniques, sortes de «koultab» Israélites. L'enseignement se borne le plus souvent à la lecture de la. Bible en hébreu. Il y a. environ une vingtaine d'écoles rnb'biniques à M'unis. Les maîtres n'ont aucun diplôme. Ces écoles sont des établissements privés."
L1912-01749,MÉGRINE,MEGRINE,place,administrative_unit,anchor_surname,286,286,310,310,230,1,0,0.9037,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"MÉGRINE. C. c. de Tunis, caïdat de la banlieue. ®. (A) sur la. ligne de Tunis (6 kil.) à Hammam-Lif (12 kil.) et à. 4 kil. de Rhadès. Centre vinicole (domaine de Mégrine) et industriel (Société môlallurg. de Mégrine). la (F.R.) ^."
L1912-01750,MEINIER,MEINIER,person,forenames_and_life_dates,anchor_surname,286,286,310,310,184,1,0,0.912,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"MEINIER (Marius-Emile-Louis), 21 août 1.S70, La Goulette (Tunisie), off. du Nichan-Iftikhar. Comptable à la Recette Municipale de Tunis. (Ses parents sont arrivés en M'unisie en 1856.)"
L1912-01751,MEKNA,MEKNA,place,administrative_unit,anchor_surname,286,286,310,310,101,1,0,0.9557,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"MEKNA. C. c. de Souk-el-Arba, annexe de M\ibarca, caïdat d'Aïn-Draham, Domaines à 17 kil. de Tabarca."
L1912-01752,MÉLASSINE,MELASSINE,place,administrative_unit,anchor_surname,286,286,310,310,146,1,0,0.9715,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,"MÉLASSINE. C. c. de Tunis, caïdat de la. banlieue. Petit village indigène à 2 kil. de Tunis, derrière l'hôpital civil, au bas du forl de la Rabta."
L1912-01753,MELITA,MELITA,place,administrative_unit,anchor_surname,286,286,310,310,117,1,0,0.983,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f310.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f310/full/full/0/native.jpg,MELITA. C. c. et caïdat de Sfax. Ville située au centre d'une des îles Kerkennah à quelques kilomètr. dé! Sfax. D. A.
