entry_id,place_name,controle_civil,caidat,annexe,distance_km,distance_from,population,altitude_m,tribe_mentioned,owners_raw,has_railway_station,has_school,has_post_office,has_market,has_roman_ruins,archaeology_raw,n_chars,page_first,ocr_confidence
L1912-02700,ZAGHOUAN,Tunis,Zaghouan,,,,,,,,1,1,0,0,1,,2263,433,0.9403
L1912-02701,ZAGHOUAN,Tunis,Zaghouan,,18,Moghrane,,,,,0,0,0,0,0,,255,433,0.9301
L1912-02704,ZAMA,Souk-el-Arba,Ouled-bou-Salem et Chiahia,,5,Souk-elKhemis,,,,,0,0,0,1,0,,271,433,0.8879
L1912-02712,ZAOUEN,,Ouled-bou-Salem et Chiahia,,,,,,,,0,0,0,1,0,,166,434,0.9576
L1912-02713,ZAOUIA,Tunis,la banlieue,,2,La Cebala-du-Mornag,,,,,1,0,0,0,0,,154,434,0.9087
L1912-02716,ZAOUIA-SIDI-ABD-EL-MLEK,,OuledAoun,,37,Mactar et à 10 kil,,,,,0,1,0,0,0,,325,434,0.9713
L1912-02718,ZAOUIET-BOU-KRIM,Grombalia,Cap-Bon,,19,Kelibia,,,,,0,0,0,0,0,,85,435,0.956
L1912-02719,ZAOUIET-CHEBAANE,Grombalia,Cap-Bon,,15,Menzel-Temime,,,,,0,0,0,0,0,,213,435,0.9448
L1912-02720,ZAOUIET-EL-ARAB,Gafsa,Djerid,,2,Degache,500,,,,0,0,0,0,0,,86,435,0.9263
L1912-02721,ZAOUIET-EL-HARTH,,Nefzaoua,,21,Kebili,,,,,0,0,0,0,0,,91,435,0.8987
L1912-02722,ZAOUIET-MADIEN,,Béja,,,,,,,,0,0,0,0,0,,73,435,0.961
L1912-02723,ZAOUIET-MGAIZ,Grombalia,Cap-Bon,,22,MenzelTemime,,,,,0,0,0,0,0,,86,435,0.956
L1912-02725,Zaptiés,Gabès,l'Arad,,,,480,,,,0,0,0,0,0,,420,435,0.9762
L1912-02728,ZARZIS,,Ourghamma,,27,El-Kantara,,,,,0,1,0,1,1,,872,435,0.9658
L1912-02730,ZEMBRA et ZEMBRETTA,Grombalia,Cap-Bon,,,,,,,,0,0,0,0,0,,249,435,0.9493
L1912-02731,ZERAMEDINE,Sousse,Monastir,,,,2500,,,,0,0,0,0,0,,102,435,0.9247
L1912-02732,ZËRAOUA,,Matmata,,70,Gabès et à 25 kil,,,,,0,0,0,0,0,,90,435,0.9237
L1912-02733,ZERIBA,Béja,Béja,,,,,,,,0,0,0,0,0,,63,435,0.945
L1912-02734,ZERIBA,Mactar,Ouled-Aoun,,,,,,,,0,0,0,0,0,,113,435,0.9867
L1912-02739,ZORGRANE,Gafsa,Tozeur,,,,250,,,,0,0,0,0,0,,71,435,0.9595
L1912-02741,ZOUARINE-GARE,Kef,Kef,,,,,,,,1,0,0,0,0,,143,436,0.9235
