entry_id,person,order,order_country,grade,position,context
L1912-00326,BESSIERE,nichan_iftikhar,Tunisia,commandeur,80,"), off. cle l'Instruction publique, comm. du Nichan-Iftikhar. Avocat-d"
L1912-00327,BESSIS,nichan_iftikhar,Tunisia,officier,32,"BESSIS (Eugène). Tunis, off. du Nichan-Iftikhar. Banquier"
L1912-00328,BESSIS,legion_honneur,France,chevalier,1062,"marcq, prés.; Barbais, v.-prés., chev. de la Légion d'honneur; Ma.ddeb"
L1912-00334,BEYNA,palmes_academiques,France,officier,54,"guste - Gabriel). 24 mars 1858, Metz, off. d'Académie, comm. du Nichan"
L1912-00334,BEYNA,nichan_iftikhar,Tunisia,commandeur,73,"4 mars 1858, Metz, off. d'Académie, comm. du Nichan-Iftikhar, chev. de"
L1912-00334,BEYNA,christ_portugal,Portugal,chevalier,116,"u Nichan-Iftikhar, chev. de l'Ordre royal du Christ du Portugal ; titu"
L1912-00340,BIGHE-LATOUR,legion_honneur,France,,97,"juin 1S5S. Versailles (S.-etrO.). Ch. de la Légion d'honneur, cnev. a"
L1912-00340,BIGHE-LATOUR,couronne_italie,Italy,,127,"O.). Ch. de la Légion d'honneur, cnev. ae la Couronne d'Italie, ch e v"
L1912-00340,BIGHE-LATOUR,saint_sauveur_grece,Greece,officier,209,"e de FrançoisJoseph d'Autriche, officier clu Sauveur cle Grèce, off. d"
L1912-00340,BIGHE-LATOUR,nichan_iftikhar,Tunisia,officier,236,"che, officier clu Sauveur cle Grèce, off. du Nicha.n-lftfkhar, Médaill"
L1912-00342,BIGNENS,palmes_academiques,France,officier,79,"ion (Suisse), naturalisé Français, off. de l'Instruction publique, off"
L1912-00343,BIGORRE,medaille_coloniale,France,,41,"BIGORRE (Louis) T"" mars 1862, Toulouse.. Médaille Coloniale, Drago"
L1912-00343,BIGORRE,nichan_iftikhar,Tunisia,chevalier,89,"aille Coloniale, Dragon de l'Annam, chev. du Nichan-Iftikhar. Chef de"
L1912-00344,BIGOT,palmes_academiques,France,officier,54,"nri). ,17 mars 1874, Brienon (Yonne), off. d'Académie, off du NichanIf"
L1912-00344,BIGOT,nichan_iftikhar,Tunisia,officier,858,"ue ; conférences, etc. BILLON. 1876. Off. du Nichan-Iftikhar. Directeu"
L1912-00346,BILLON,francois_joseph,Austria-Hungary,,8,BILLON (François-Joseph) vice-con
L1912-00360,BISGH,legion_honneur,France,chevalier,76,"déc. 1854, Strasbourg (Alsace), chev. de la Légion d'honneur, comm. d"
L1912-00360,BISGH,nichan_iftikhar,Tunisia,commandeur,103,"ace), chev. de la Légion d'honneur, comm. du Nichan-IfLllVildl. L.UC1"
L1912-00361,BISMUTH,nichan_iftikhar,Tunisia,commandeur,48,"MUTH (Joseph). 20 nov. 1867, Tunis, comm. du Nichan- ■ Iflikhar, chev."
L1912-00361,BISMUTH,merite_agricole,France,chevalier,78,"unis, comm. du Nichan- ■ Iflikhar, chev. clu Mérite agricole. Industri"
L1912-00365,BLANC,medaille_coloniale,France,,17,"BLANC (Alarius). Médaille coloniale, off."
L1912-00365,BLANC,nichan_iftikhar,Tunisia,officier,45,"BLANC (Alarius). Médaille coloniale, off. du Nichan-Iflikhar. Naturali"
L1912-00366,BLANC,legion_honneur,France,chevalier,54,"bain). Saussac (Aude),nov. 1862, chev. de la Légion d'honneur, off. de"
L1912-00366,BLANC,palmes_academiques,France,officier,82,"862, chev. de la Légion d'honneur, off. de l'Instruction publique, com"
L1912-00367,BLANCHÈRÈ,ouissam_alaouite,Morocco,,1411,du volume intitulé. «Collections clu Alusée Alaoui»; une description
L1912-00376,BOEUF,palmes_academiques,France,officier,41,"BOEUF. (Félicien). Ruffey (Jura), off. d'Académie, chev. du A'iéri"
L1912-00376,BOEUF,merite_agricole,France,chevalier,62,". Ruffey (Jura), off. d'Académie, chev. du A'iérite Agricole, off. du"
L1912-00376,BOEUF,nichan_iftikhar,Tunisia,officier,87,"cadémie, chev. du A'iérite Agricole, off. du Nichan-Iflikhar. Professe"
L1912-00377,BOEUF,palmes_academiques,France,officier,57,"Hippo]yle-Emile).10 oct. 1864, Tunis, off. d'Académie, chev. du Mérite"
L1912-00377,BOEUF,merite_agricole,France,chevalier,76,"oct. 1864, Tunis, off. d'Académie, chev. du Mérite Agricole, comm. cl"
L1912-00377,BOEUF,nichan_iftikhar,Tunisia,commandeur,103,"cadémie, chev. du Mérite Agricole, comm. clu Nichan-Iftikhar, off. cle"
L1912-00377,BOEUF,etoile_noire_benin,France (Benin),officier,131,"icole, comm. clu Nichan-Iftikhar, off. cle l'Etoile Noire du Cambodge,"
L1912-00377,BOEUF,etoile_anjouan,France (Comoros),,182,"Noire du Cambodge, clu Dragon d'Annam, de l'Etoile d'Anjouan, chev. c"
L1912-00378,BOIANOWSKI,nichan_iftikhar,Tunisia,officier,99,"é de: la Couronne Royale cle Prusse, off. du Nichan-Iftikhar. Chanceli"
L1912-00379,BOIZEL,merite_agricole,France,chevalier,50,"L (Auguste). 21 mars 1877,Epernay, chev. clu Mérite Agricole, off. du"
L1912-00379,BOIZEL,nichan_iftikhar,Tunisia,officier,75,",Epernay, chev. clu Mérite Agricole, off. du Niichan-lftikhar. Agricul"
L1912-00380,BONAN,nichan_iftikhar,Tunisia,officier,46,"ONAN (Abraham). 12 déc. 1878, Tunis, off. du Nichan-Iftikhar. Docteur"
L1912-00381,BONAN,nichan_iftikhar,Tunisia,officier,45,"BONAN (Jules). 17 déc. 1876, l'unis, off. du Nichan-Iftikhar, titulair"
L1912-00381,BONAN,palmes_academiques,France,,189,"en, m é d a i 11 e cle bronze cle la Société académique de Comptabilit"
L1912-00384,BONNAND,palmes_academiques,France,officier,83,"54, Saint-Didier-sur-Riverie (Rhône), off. d'Académie, off. clu Nichan"
L1912-00384,BONNAND,nichan_iftikhar,Tunisia,officier,102,"r-Riverie (Rhône), off. d'Académie, off. clu Nichan-Iftikhar, Surveill"
L1912-00385,BONNEFOND,palmes_academiques,France,officier,95,"1848, Saulzais-le-Poslier (Cher), off. de l'Instruction publique, com"
L1912-00388,BORDENET,ouissam_alaouite,Morocco,,285,serve. SUCCESS' : maître primaire au collège Alaoui; instituteur à Biz
L1912-00389,BORDES,palmes_academiques,France,officier,59,"24 avril 1854,Lacasse (H.-Garonne), off. de ÎTnstruclion publique, of"
L1912-00389,BORDES,nichan_iftikhar,Tunisia,officier,90,"nne), off. de ÎTnstruclion publique, off. du Nichan-Iftikhar. Professe"
L1912-00403,BORROMEI,palmes_academiques,France,officier,57,"omas). '16 fév. 1870, Novale (Corse), off. d'Académie, off. du Nichan-"
L1912-00403,BORROMEI,nichan_iftikhar,Tunisia,officier,75,"70, Novale (Corse), off. d'Académie, off. du Nichan-Iftikhar. Professe"
L1912-00404,BORTINO,merite_agricole,France,chevalier,64,"ste).16 mars 1860, ■ Argentera, chevalier du Méri- , le agricole. Dist"
L1912-00405,BOST,palmes_academiques,France,officier,78,"bre 1858, Sainl-Nazaire (Loire-Inf.), off. d'Académie, chev. clu Aléri"
L1912-00405,BOST,nichan_iftikhar,Tunisia,chevalier,149,"e agricole. off. du NichanIftikhar, chev. du Nichan-elAnouar; diplôme"
L1912-00406,BOTTESINI,couronne_italie,Italy,grand_officier,64,"e). 1S54-, Alantou (Italie), gr. off. de la. Couronne d'Italie, comm."
L1912-00406,BOTTESINI,legion_honneur,France,commandeur,95,". off. de la. Couronne d'Italie, comm. de la Légion d'honneur et du Ta"
L1912-00406,BOTTESINI,osmanie,Ottoman Empire,grand_officier,182,"mm. des S'-Alanrjce et Lazare, gr. off. de l'Osmanié et clu Aledjidié"
L1912-00406,BOTTESINI,medjidie,Ottoman Empire,grand_officier,197,"rjce et Lazare, gr. off. de l'Osmanié et clu Aledjidié de Turquie. Con"
L1912-00411,BOUBILA,palmes_academiques,France,officier,76,"t. 1855, Villefavurd (ll.-Vienne), off cle l'Instruction publique, off"
L1912-00415,BOUCHET,leopold_belgique,Belgium,,9,"BOUCHET (Léopold-Marius). 1"" juin"
L1912-00415,BOUCHET,nichan_iftikhar,Tunisia,officier,399,"ie. BOUGHOUCHA (Ali). 1859, Bizerte, off. du Nichan-Iftikhar, comm. de"
L1912-00416,BOUDET,nichan_iftikhar,Tunisia,officier,100,", Caslelmoron-surLol (Lot-el-Gur.), off. clu Nichan-Iftikhar. Médaille"
L1912-00416,BOUDET,medaille_militaire,France,officier,117,"Lol (Lot-el-Gur.), off. clu Nichan-Iftikhar. Médaille militaire, Compt"
L1912-00424,BOUHAGEB,palmes_academiques,France,officier,48,"HAGEB (Housseïn). S fév. 1872, Tunis. Off.'d'Académie. D' en méd.,4, r"
L1912-00430,BOULLIER,palmes_academiques,France,officier,53,"(Jules-Emile). 3 juillet 1873, Lyon, off. d'Académie, off. clu Nichan"
L1912-00430,BOULLIER,nichan_iftikhar,Tunisia,officier,72,"uillet 1873, Lyon, off. d'Académie, off. clu Nichan-lllikhar, 6, rue d"
L1912-00432,BOUNIN,palmes_academiques,France,officier,76,"rt).17 nov. 1859, Bône (Consfantine), off. d'Académie, comm. du Nichon"
L1912-00432,BOUNIN,nichan_iftikhar,Tunisia,commandeur,95,"ône (Consfantine), off. d'Académie, comm. du Nichon-Iftikhâr et médail"
L1912-00437,BOURDOT,merite_agricole,France,chevalier,24,"BOURDOT. 1865, chev. du Mérite Agricole, off. clu"
L1912-00437,BOURDOT,nichan_iftikhar,Tunisia,officier,50,"OT. 1865, chev. du Mérite Agricole, off. clu Nichan-Iftikhar. Receveur"
L1912-00441,BOURGADE,legion_honneur,France,chevalier,1371,"chanoine honoraire d'Alger, chevalier de la Légion d'honneur et, offi"
L1912-00441,BOURGADE,nichan_iftikhar,Tunisia,officier,1406,"ier de la Légion d'honneur et, officier clu. Nichan-Iftikhar. On a de"
L1912-00442,BOURGEOIS,nichan_iftikhar,Tunisia,officier,58,"phonse). 1S65, SaintJean-sur Veyle, off. clu Nichan-Iftikhar. Apiculte"
L1912-00443,BOURGEON,legion_honneur,France,chevalier,56,"hilibert). 12 août 1859, Dijon, chev. de la. Légion d'honneur, off. cl"
L1912-00443,BOURGEON,palmes_academiques,France,officier,85,"n, chev. de la. Légion d'honneur, off. cle 1'Inslruction publique, gr."
L1912-00443,BOURGEON,nichan_iftikhar,Tunisia,grand_croix,120,"ff. cle 1'Inslruction publique, gr.-croix au Niciian-iitikhor, off. de"
L1912-00443,BOURGEON,couronne_italie,Italy,officier,149,"e, gr.-croix au Niciian-iitikhor, off. de la Couronne d'Italie,- cheva"
L1912-00443,BOURGEON,merite_agricole,France,chevalier,182,"off. de la Couronne d'Italie,- chevalier du Alérite agricole,off .des"
L1912-00443,BOURGEON,saints_maurice_lazare,Italy,officier,212,"- chevalier du Alérite agricole,off .des SS. Alaurice et Lazare. Procu"
L1912-00444,BOURGET,palmes_academiques,France,officier,42,"BOURGET (Eloi). Faucon (Vaucluse), off. d'Académie, off. du Nichan-"
L1912-00444,BOURGET,nichan_iftikhar,Tunisia,officier,60,"Faucon (Vaucluse), off. d'Académie, off. du Nichan-lftikhar. 1"" oct."
L1912-00444,BOURGET,ouissam_alaouite,Morocco,,303,"ns ce dernier établissement, puis au collège Alaoui ù. Tunis à partir"
L1912-00448,BOUSSEN,nichan_iftikhar,Tunisia,grand_officier,50,"EN (Manoubi). Mars 1867, Tunis, gr. off. clu Nichan-Iftikhar. Secrétai"
L1912-00448,BOUSSEN,palmes_academiques,France,officier,566,"BOY (William). 20 ocl.1873. Bordeaux, off. d'Académie, chev. du Mérite"
L1912-00448,BOUSSEN,merite_agricole,France,chevalier,585,"cl.1873. Bordeaux, off. d'Académie, chev. du Mérite Agricole el du Dra"
L1912-00448,BOUSSEN,legion_honneur,France,chevalier,1022,"60. Nancy (Meiirthc-el-Mosclle), chev. de la Légion d'honneur. Ancien"
L1912-00449,BOUYAG,palmes_academiques,France,officier,45,"BOUYAG (René). 21 juin 1859, Oran, off. de l'Instruction publique, che"
L1912-00449,BOUYAG,nichan_iftikhar,Tunisia,chevalier,100,"n publique, chev. clu Mérite Agr. connu, clu Nichan.lltikhar."
L1912-00452,BRANDENBURG,palmes_academiques,France,officier,67,". 25 sept. 1850, La. Valette (Malte), off, d'Académie. Propriétaire, 9"
L1912-00453,BRAQUEYAHE,palmes_academiques,France,officier,174,"France — TXJ3STIS liéa ion d'honneur, off. d'Académie. coinni. du Nich"
L1912-00453,BRAQUEYAHE,nichan_iftikhar,Tunisia,officier,195,"a ion d'honneur, off. d'Académie. coinni. du Nichan-Iftikhar, chev. de"
L1912-00454,BREART,legion_honneur,France,grand_officier,58,"-Aimé). 4 fév. 1826.Grenoble, gr. off. de la Légionn d'honneur, généra"
L1912-00455,BREFORT,palmes_academiques,France,officier,93,"ntre, 35 (bis), rue EsSadikia, Tunis, off. d'Académie, off. du Nichan-"
L1912-00455,BREFORT,nichan_iftikhar,Tunisia,officier,111,"e EsSadikia, Tunis, off. d'Académie, off. du Nichan-Iftikhar. 1900. Pr"
L1912-00457,BRESSON,legion_honneur,France,officier,34,"BRESSON (Henri). 183S, off. de la Légion d'honneur, médaill"
L1912-00457,BRESSON,medaille_coloniale,France,officier,52,"(Henri). 183S, off. de la Légion d'honneur, médaille clu Alexique, mé"
L1912-00457,BRESSON,nichan_iftikhar,Tunisia,commandeur,127,"e Coloniale avec agraphe «Tunisie», comm. du Nichan-Iftikhar. Alédecin"
L1912-00458,BRIERE,legion_honneur,France,chevalier,70,"1861, Chartres (Eure-et-Loire), chev. cle la Légion d'honneur; médaill"
L1912-00458,BRIERE,medaille_militaire,France,chevalier,88,"re-et-Loire), chev. cle la Légion d'honneur; médaille Militaire, off."
L1912-00458,BRIERE,nichan_iftikhar,Tunisia,officier,116,"égion d'honneur; médaille Militaire, off. du Nichan-Iftikhar; médaille"
L1912-00460,BRIGNONE,nichan_iftikhar,Tunisia,officier,55,"Pierre). 11 janv. 1852, Pantellaria, off. du Nichan-Iftikhar, chev. de"
L1912-00460,BRIGNONE,couronne_italie,Italy,chevalier,84,"llaria, off. du Nichan-Iftikhar, chev. de la Couronne d'Italie, Alédec"
L1912-00461,BRISSE,legion_honneur,France,chevalier,65,"t). 9 mars 1854, Amanty (Meuse), chev. de la Légion d'honneur, comm. d"
L1912-00461,BRISSE,nichan_iftikhar,Tunisia,commandeur,92,"use), chev. de la Légion d'honneur, comm. du Nichan-Iftikhar. Colonel"
L1912-00465,BROUTIER DU PAVILLON,palmes_academiques,France,officier,65,"(Jules-Eugène). 21 sep. 1854, Paris, off. d'Académie, chev. du Mérite"
L1912-00465,BROUTIER DU PAVILLON,merite_agricole,France,chevalier,84,"sep. 1854, Paris, off. d'Académie, chev. du Mérite Agricole, off. du"
L1912-00465,BROUTIER DU PAVILLON,nichan_iftikhar,Tunisia,officier,109,"'Académie, chev. du Mérite Agricole, off. du Nichan-Iftikhar. Ingénieu"
L1912-00466,BRUCH,palmes_academiques,France,officier,44,"BRUCH (Alfred). 12 oct. 1867, Alger, off. d'Académie, command. du Nic"
L1912-00467,BRULE,nichan_iftikhar,Tunisia,officier,63,"s 1970, Saint-Romain (Loir-et-Cher), off. du Nichan-lftlHhar, off: d'A"
L1912-00467,BRULE,palmes_academiques,France,officier,87,"ir-et-Cher), off. du Nichan-lftlHhar, off: d'Académie, Directrice d'éc"
L1912-00472,BUISSON,legion_honneur,France,,49,"SON (Benjamin-Paul). 1846, Paris, che. de la Légion d'honneur, off. de"
L1912-00472,BUISSON,palmes_academiques,France,officier,77,"aris, che. de la Légion d'honneur, off. de l'Instruction publique, che"
L1912-00472,BUISSON,nichan_iftikhar,Tunisia,grand_officier,143,"che. du Alôriie Agricole, grand officier du Nichan;-Iflakhar. Directe"
L1912-00473,BULLA-RËGIA,palmes_academiques,France,officier,112,"let 1859, Cholet (Maine-et-Loire). Off. de l'Instruction publique; Méd"
L1912-00473,BULLA-RËGIA,nichan_iftikhar,Tunisia,officier,174,"que; Médaille d'or cle la Mutualité, off. du Nichan - lffikhar. Pasteu"
L1912-00475,BURSAUX,legion_honneur,France,chevalier,39,"BURSAUX. 7 nov. 1866, Chevalier de la. Légion d'honneur. Directe"
L1912-00479,CABANTOUS,palmes_academiques,France,,1051,"ri). 15 août 1854, Mondruit-sur-Aler, olf. d'Académie, off. du Nichan-"
L1912-00479,CABANTOUS,nichan_iftikhar,Tunisia,officier,1069,"Mondruit-sur-Aler, olf. d'Académie, off. du Nichan-Iftikhar. Juge de"
L1912-00487,CAILAR,nichan_iftikhar,Tunisia,officier,73,"76, Sainte-Hlppolyte-du-Fort (Gard), off. du Nichan-Iftikhar. Sous-ins"
L1912-00488,CAILLAT,palmes_academiques,France,officier,63,". 30 sept. 1826, Grenoble (Isère), off. de l'Instruction publique, com"
L1912-00488,CAILLAT,nichan_iftikhar,Tunisia,commandeur,94,"e), off. de l'Instruction publique, comm. du Nichan-Iftikhar. Ingénieu"
L1912-00489,CAILLOUX,nichan_iftikhar,Tunisia,officier,78,"rd). 2 janv. 1881, Orthez (B.-Pyr.), off. du Nichan -Iftikhar. Proprié"
L1912-00495,CAMBON,palmes_academiques,France,,1873,en 1S98 à Londres; il est membre libre de l'Académie des Sciences Mor
L1912-00496,CAMILLERI,legion_honneur,France,chevalier,29,"CAMILLERI. 1858, chev. de la Légion d'honneur, comm. d"
L1912-00496,CAMILLERI,nichan_iftikhar,Tunisia,commandeur,56,"1858, chev. de la Légion d'honneur, comm. du Nichan-Iftikhar, médaille"
L1912-00502,CAMUSSI,palmes_academiques,France,officier,57,"ri). 4 août 1864, Ribérac (Dordogne), off. d'Académie, off. du Nichan-"
L1912-00502,CAMUSSI,nichan_iftikhar,Tunisia,officier,75,"Ribérac (Dordogne), off. d'Académie, off. du Nichan-Iftikhar; médaille"
L1912-00503,CANAL,palmes_academiques,France,officier,60,"1"" juillet 1874, Aloslaganem (Oran), off. d'Académie, off. du Niclinn"
L1912-00504,CANAL,legion_honneur,France,chevalier,76,"oct IS45, Perpignan (Pyr.-Or.), chev. cle la Légion d'honneur, comm. d"
L1912-00504,CANAL,nichan_iftikhar,Tunisia,commandeur,103,"r.), chev. cle la Légion d'honneur, comm. du Nichan-Iîtik'iia-r. ou. c"
L1912-00504,CANAL,palmes_academiques,France,commandeur,133,"neur, comm. du Nichan-Iîtik'iia-r. ou. cle l'Instruction publique, off"
L1912-00505,CANAVAGGIO,nichan_iftikhar,Tunisia,,60,"oine). 19 déc. 1868, Oam.po (Corse), orf. du Nichan-Iftikhar. Institut"
L1912-00507,CANTON,palmes_academiques,France,officier,63,"4 août 1875, Phillppeville (Algérie), off. d'Académie, off. du Nichan-"
L1912-00507,CANTON,nichan_iftikhar,Tunisia,officier,81,"ppeville (Algérie), off. d'Académie, off. du Nichan-Iftikhar; médaille"
L1912-00512,CAPRIATA,palmes_academiques,France,officier,61,"-François). 20 avril 1864, Marseille, off. d'Académie, chev. de la Cou"
L1912-00512,CAPRIATA,couronne_italie,Italy,chevalier,83,"864, Marseille, off. d'Académie, chev. de la Couronne d'Italie, off. d"
L1912-00515,CARBONIÈRE,palmes_academiques,France,officier,70,". 18 6 5 ,' Saint-Cyprien (Dordogne), off. d'Académie, off. clu Nichan"
L1912-00515,CARBONIÈRE,nichan_iftikhar,Tunisia,officier,89,"yprien (Dordogne), off. d'Académie, off. clu Nichan-Iftikhar. Phnrmaci"
L1912-00516,CARCASONNE,legion_honneur,France,chevalier,64,"e-Sylvain). 31 déc. 1863, Alger, chev. de la Légion d'honneur, off. cl"
L1912-00516,CARCASONNE,merite_agricole,France,chevalier,108,"Légion d'honneur, off. cl'Acud. chev. clu A'iérile 'Vgricole, grand o"
L1912-00516,CARCASONNE,nichan_iftikhar,Tunisia,grand_officier,144,"v. clu A'iérile 'Vgricole, grand officier du Nichan-Iftikhar. médaille"
L1912-00517,CARDALIAGUET,palmes_academiques,France,officier,66,"oseph-Alarie). Quimper (Fimstère),officier d'Académie, chevalier du Mé"
L1912-00517,CARDALIAGUET,merite_agricole,France,chevalier,89,"(Fimstère),officier d'Académie, chevalier du Mérite agricole, officier"
L1912-00517,CARDALIAGUET,nichan_iftikhar,Tunisia,officier,118,"e, chevalier du Mérite agricole, officier du Nichan-Iftikhar. Alédecin"
L1912-00519,CARDOSO,couronne_italie,Italy,chevalier,55,"laurizio). 31 déc. 1877, Sousse, chev. de la Couronne d'Italie, off. d"
L1912-00519,CARDOSO,nichan_iftikhar,Tunisia,officier,82,"usse, chev. de la Couronne d'Italie, off. du Nichan-Iftikhar. Docteur"
L1912-00520,CARME JANE DE PIERREDON,legion_honneur,France,chevalier,43,"CARME JANE DE PIERREDON (DE), chev. de la. Légion d'honneur, chef d'"
L1912-00521,CARNIÈRES,legion_honneur,France,chevalier,67,"26 fév. 1849, Alaubeuge (Nord), chev. de la Légion d'honneur. Agricul"
L1912-00524,CARRIER,nichan_iftikhar,Tunisia,officier,49,"IER (Charles). 2 avril 1872-, Lyon, off. clu Nichan-Iftikhar. Agricult"
L1912-00529,CARTON,legion_honneur,France,chevalier,70,"861, SaintOmer (Pas-de-Calais), chev. cle la Lésion d'honneur, off. cl"
L1912-00529,CARTON,palmes_academiques,France,officier,99,"), chev. cle la Lésion d'honneur, off. cle l'Instruction nublique, che"
L1912-00529,CARTON,merite_agricole,France,chevalier,134,"ff. cle l'Instruction nublique, chevalier du Mérite Agricole, commande"
L1912-00529,CARTON,nichan_iftikhar,Tunisia,commandeur,166,"chevalier du Mérite Agricole, commandeur clu Nichan - Iftikhar. Médeci"
L1912-00533,CASSAR,nichan_iftikhar,Tunisia,officier,46,"ASSAR (Jean). 5 janvier 1861, Tunis, off. du Nichan-Iftikhar. Négocian"
L1912-00534,CASSUTO,nichan_iftikhar,Tunisia,officier,47,"SSUTO (Emile). 28 cléc. 1875, Tunis, off. du Nichan-Iftikhar. Docteur"
